stress_level,method,mean_mean_success,ci95_mean_success,mean_mean_goal_validity_f1,ci95_mean_goal_validity_f1,mean_mean_retarget_precision,ci95_mean_retarget_precision,mean_mean_stale_goal_pursuit,ci95_mean_stale_goal_pursuit,mean_mean_unsafe_reach,ci95_mean_unsafe_reach,mean_mean_false_abandonment,ci95_mean_false_abandonment,mean_mean_reappearance_recovery,ci95_mean_reappearance_recovery,mean_mean_substitute_goal_success,ci95_mean_substitute_goal_success,mean_mean_belief_update_latency,ci95_mean_belief_update_latency,mean_mean_intervention_cost,ci95_mean_intervention_cost,mean_mean_ece,ci95_mean_ece,mean_mean_regret,ci95_mean_regret,mean_mean_utility,ci95_mean_utility,groups
0.9,robust_mpc_replan,0.55,0.017694,0.411745,0.001233,0.398654,0.001122,0.126736,0.019309,0.041667,0.006002,0.108681,0.016265,0.303819,0.01464,0.392014,0.01273,0.810385,0.001153,0.237917,0.000619,0.125594,0.000323,0.388323,0.015104,0.257377,0.02677,10
1.0,active_viewpoint_reacquisition,0.496875,0.015731,0.372435,0.001217,0.251518,0.000998,0.185764,0.018098,0.069097,0.006291,0.097917,0.007646,0.348611,0.014744,0.219792,0.014385,0.840459,0.001338,0.248233,0.000692,0.159181,0.000362,0.432378,0.013811,0.131433,0.017915,10
1.0,conformal_goal_validity_filter,0.550347,0.015823,0.475995,0.00098,0.379362,0.000999,0.114583,0.0117,0.029861,0.008378,0.103472,0.015346,0.277778,0.016515,0.348958,0.01312,0.779857,0.001901,0.221365,0.000366,0.08629,0.000314,0.386558,0.013916,0.291977,0.018991,10
1.0,failure_aware_manipulation_policy,0.547569,0.026881,0.429786,0.000613,0.392082,0.001198,0.134375,0.016042,0.049653,0.005178,0.098958,0.009201,0.302431,0.019605,0.3625,0.012055,0.808098,0.0012,0.228311,0.0008,0.134602,0.000245,0.38872,0.023127,0.247722,0.028713,10
1.0,goal_retargeting_heuristic,0.515625,0.009744,0.343943,0.001555,0.399365,0.000832,0.14375,0.009528,0.053125,0.00968,0.131944,0.010196,0.223264,0.009574,0.362153,0.012673,0.878808,0.00064,0.222919,0.000449,0.152652,0.000354,0.416428,0.008636,0.177645,0.018523,10
1.0,learned_goal_state_classifier,0.598611,0.01804,0.49617,0.000737,0.403094,0.000911,0.101736,0.012994,0.038542,0.005218,0.090972,0.008656,0.322569,0.024839,0.3875,0.020597,0.760416,0.001502,0.216938,0.000479,0.1166,0.000446,0.345117,0.015303,0.345683,0.020426,10
1.0,oracle_goal_state_supervisor,0.850694,0.010689,0.737901,0.000845,0.62708,0.000956,0.0,0.0,0.0,0.0,0.0,0.0,0.538194,0.018205,0.615625,0.021736,0.563685,0.00155,0.275878,0.000717,0.032166,0.000315,0.0,0.0,0.795337,0.010977,10
1.0,pomdp_belief_planner,0.548264,0.018747,0.434813,0.000896,0.346188,0.001021,0.141319,0.015914,0.061111,0.010983,0.107986,0.012319,0.317361,0.013467,0.315972,0.021086,0.803535,0.001406,0.227881,0.000629,0.137901,0.000274,0.388311,0.016031,0.225803,0.020094,10
1.0,risk_budgeted_goal_recovery,0.598264,0.019985,0.482583,0.000861,0.420008,0.000966,0.082986,0.010015,0.027778,0.007592,0.092014,0.009638,0.329514,0.01729,0.392708,0.018719,0.768204,0.001463,0.246519,0.000451,0.097132,0.000474,0.345294,0.017437,0.36405,0.023104,10
1.0,risk_calibrated_goal_belief_revision_v5,0.752083,0.020346,0.672482,0.001052,0.572492,0.00085,0.018403,0.003522,0.001042,0.00104,0.015278,0.003955,0.479167,0.01898,0.548611,0.018569,0.616272,0.001239,0.272915,0.00058,0.048731,0.000267,0.213147,0.017537,0.661346,0.022761,10
1.0,robust_mpc_replan,0.561111,0.018182,0.399962,0.000725,0.3895,0.001117,0.130556,0.014848,0.053819,0.00832,0.114236,0.013927,0.277083,0.014799,0.388542,0.022695,0.834522,0.001386,0.238181,0.000699,0.129663,0.000319,0.377413,0.015759,0.24789,0.026478,10
