split,task,regime,seed,stress,hidden_load,invalid_load,moved_load,substitute_load,hazard_load,reappear_load,human_load,change_load,oracle_success_probability
nominal,cabinet_restocking,object_moved,6,0.1,0.21168,0.143898,0.4494,0.094972,0.19305,0.18354,0.041688,0.0729,0.888862
nominal,cabinet_restocking,object_moved,7,0.1,0.21168,0.143898,0.4494,0.094972,0.19305,0.18354,0.041688,0.0729,0.898126
nominal,cabinet_restocking,object_moved,8,0.1,0.21168,0.143898,0.4494,0.094972,0.19305,0.18354,0.041688,0.0729,0.878273
nominal,cabinet_restocking,object_moved,9,0.1,0.21168,0.143898,0.4494,0.094972,0.19305,0.18354,0.041688,0.0729,0.885365
nominal,cabinet_restocking,object_removed,0,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.87086
nominal,cabinet_restocking,object_removed,1,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.896746
nominal,cabinet_restocking,object_removed,2,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.867828
nominal,cabinet_restocking,object_removed,3,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.88667
nominal,cabinet_restocking,object_removed,4,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.887514
nominal,cabinet_restocking,object_removed,5,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.886238
nominal,cabinet_restocking,object_removed,6,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.880269
nominal,cabinet_restocking,object_removed,7,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.891867
nominal,cabinet_restocking,object_removed,8,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.89028
nominal,cabinet_restocking,object_removed,9,0.1,0.17136,0.457389,0.1498,0.117318,0.24882,0.07728,0.04632,0.10692,0.882837
nominal,cabinet_restocking,human_temporary_obstruction,0,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.869825
nominal,cabinet_restocking,human_temporary_obstruction,1,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.88148
nominal,cabinet_restocking,human_temporary_obstruction,2,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.883314
nominal,cabinet_restocking,human_temporary_obstruction,3,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.883445
nominal,cabinet_restocking,human_temporary_obstruction,4,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.884419
nominal,cabinet_restocking,human_temporary_obstruction,5,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.908977
nominal,cabinet_restocking,human_temporary_obstruction,6,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.88717
nominal,cabinet_restocking,human_temporary_obstruction,7,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.879889
nominal,cabinet_restocking,human_temporary_obstruction,8,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.87556
nominal,cabinet_restocking,human_temporary_obstruction,9,0.1,0.37296,0.092506,0.0963,0.067039,0.30888,0.41538,0.213072,0.07776,0.878033
nominal,cabinet_restocking,goal_specification_changed,0,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.86956
nominal,cabinet_restocking,goal_specification_changed,1,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.888467
nominal,cabinet_restocking,goal_specification_changed,2,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.873056
nominal,cabinet_restocking,goal_specification_changed,3,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.880179
nominal,cabinet_restocking,goal_specification_changed,4,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.883119
nominal,cabinet_restocking,goal_specification_changed,5,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.871067
nominal,cabinet_restocking,goal_specification_changed,6,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.863176
nominal,cabinet_restocking,goal_specification_changed,7,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.897978
nominal,cabinet_restocking,goal_specification_changed,8,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.860581
nominal,cabinet_restocking,goal_specification_changed,9,0.1,0.14112,0.390579,0.214,0.189943,0.20592,0.08694,0.078744,0.42768,0.858531
nominal,cabinet_restocking,substitute_goal_available,0,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.892908
nominal,cabinet_restocking,substitute_goal_available,1,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.89291
nominal,cabinet_restocking,substitute_goal_available,2,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.874707
nominal,cabinet_restocking,substitute_goal_available,3,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.868542
nominal,cabinet_restocking,substitute_goal_available,4,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.881562
nominal,cabinet_restocking,substitute_goal_available,5,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.887962
nominal,cabinet_restocking,substitute_goal_available,6,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.890971
nominal,cabinet_restocking,substitute_goal_available,7,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.8798
nominal,cabinet_restocking,substitute_goal_available,8,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.886382
nominal,cabinet_restocking,substitute_goal_available,9,0.1,0.21168,0.31863,0.1926,0.251395,0.1716,0.1449,0.064848,0.21384,0.882891
nominal,cabinet_restocking,delayed_reappearance,0,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.887114
nominal,cabinet_restocking,delayed_reappearance,1,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.881428
nominal,cabinet_restocking,delayed_reappearance,2,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.884482
nominal,cabinet_restocking,delayed_reappearance,3,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.876972
nominal,cabinet_restocking,delayed_reappearance,4,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.874294
nominal,cabinet_restocking,delayed_reappearance,5,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.88979
nominal,cabinet_restocking,delayed_reappearance,6,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.879045
nominal,cabinet_restocking,delayed_reappearance,7,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.893666
nominal,cabinet_restocking,delayed_reappearance,8,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.881987
nominal,cabinet_restocking,delayed_reappearance,9,0.1,0.4032,0.133619,0.214,0.100558,0.2145,0.34776,0.088008,0.13608,0.883851
nominal,cabinet_restocking,cascading_disappearing_goal,0,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.87877
nominal,cabinet_restocking,cascading_disappearing_goal,1,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.8806
nominal,cabinet_restocking,cascading_disappearing_goal,2,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.866821
nominal,cabinet_restocking,cascading_disappearing_goal,3,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.880539
nominal,cabinet_restocking,cascading_disappearing_goal,4,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.867187
nominal,cabinet_restocking,cascading_disappearing_goal,5,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.88431
nominal,cabinet_restocking,cascading_disappearing_goal,6,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.884541
nominal,cabinet_restocking,cascading_disappearing_goal,7,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.894036
nominal,cabinet_restocking,cascading_disappearing_goal,8,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.876598
nominal,cabinet_restocking,cascading_disappearing_goal,9,0.1,0.42336,0.431693,0.4173,0.206703,0.36894,0.21252,0.148224,0.32076,0.872852
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,0,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.892224
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,1,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.875789
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,2,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.884841
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,3,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.885361
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,4,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.893648
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,5,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.87559
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,6,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.906213
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,7,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.889241
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,8,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.871226
occlusion_heavy_shift,shelf_retrieval,visual_occlusion,9,0.5,0.797632,0.043995,0.104776,0.036285,0.1116,0.44896,0.028018,0.043456,0.893911
occlusion_heavy_shift,shelf_retrieval,object_moved,0,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.909223
occlusion_heavy_shift,shelf_retrieval,object_moved,1,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.90971
occlusion_heavy_shift,shelf_retrieval,object_moved,2,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.88517
occlusion_heavy_shift,shelf_retrieval,object_moved,3,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.891184
occlusion_heavy_shift,shelf_retrieval,object_moved,4,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.898399
occlusion_heavy_shift,shelf_retrieval,object_moved,5,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.862687
occlusion_heavy_shift,shelf_retrieval,object_moved,6,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.888344
occlusion_heavy_shift,shelf_retrieval,object_moved,7,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.907766
occlusion_heavy_shift,shelf_retrieval,object_moved,8,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.88915
occlusion_heavy_shift,shelf_retrieval,object_moved,9,0.5,0.380688,0.153982,0.628656,0.061684,0.20925,0.213256,0.025216,0.08148,0.875339
occlusion_heavy_shift,shelf_retrieval,object_removed,0,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.879039
occlusion_heavy_shift,shelf_retrieval,object_removed,1,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.882552
occlusion_heavy_shift,shelf_retrieval,object_removed,2,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.874617
occlusion_heavy_shift,shelf_retrieval,object_removed,3,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.868923
occlusion_heavy_shift,shelf_retrieval,object_removed,4,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.886599
occlusion_heavy_shift,shelf_retrieval,object_removed,5,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.902283
occlusion_heavy_shift,shelf_retrieval,object_removed,6,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.890447
occlusion_heavy_shift,shelf_retrieval,object_removed,7,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.887006
occlusion_heavy_shift,shelf_retrieval,object_removed,8,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.89262
occlusion_heavy_shift,shelf_retrieval,object_removed,9,0.5,0.308176,0.489443,0.209552,0.076198,0.2697,0.089792,0.028018,0.119504,0.913621
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,0,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.899625
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,1,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.879252
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,2,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.904356
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,3,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.88091
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,4,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.891858
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,5,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.873532
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,6,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.877731
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,7,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.901557
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,8,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.888853
occlusion_heavy_shift,shelf_retrieval,human_temporary_obstruction,9,0.5,0.670736,0.098988,0.134712,0.043542,0.3348,0.482632,0.128881,0.086912,0.879284
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,0,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.891031
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,1,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.855815
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,2,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.880228
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,3,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.883815
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,4,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.890221
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,5,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.88794
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,6,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.88543
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,7,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.878582
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,8,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.888743
occlusion_heavy_shift,shelf_retrieval,goal_specification_changed,9,0.5,0.253792,0.417951,0.29936,0.123368,0.2232,0.101016,0.04763,0.478016,0.866966
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,0,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.896646
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,1,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.877574
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,2,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.904883
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,3,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.877906
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,4,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.867649
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,5,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.890982
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,6,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.889964
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,7,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.903962
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,8,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.895086
occlusion_heavy_shift,shelf_retrieval,substitute_goal_available,9,0.5,0.380688,0.34096,0.269424,0.163282,0.186,0.16836,0.039225,0.239008,0.891165
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,0,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.881865
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,1,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.905471
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,2,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.872942
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,3,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.884672
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,4,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.893436
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,5,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.883678
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,6,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.899657
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,7,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.878877
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,8,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.891389
occlusion_heavy_shift,shelf_retrieval,delayed_reappearance,9,0.5,0.72512,0.142983,0.29936,0.065313,0.2325,0.404064,0.053233,0.152096,0.872499
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,0,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.885921
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,1,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.868505
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,2,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.888327
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,3,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.866576
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,4,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.881141
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,5,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.878793
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,6,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.902756
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,7,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.866171
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,8,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.882224
occlusion_heavy_shift,shelf_retrieval,cascading_disappearing_goal,9,0.5,0.761376,0.461946,0.583752,0.134254,0.3999,0.246928,0.089656,0.358512,0.885656
occlusion_heavy_shift,drawer_placement,visual_occlusion,0,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.896234
occlusion_heavy_shift,drawer_placement,visual_occlusion,1,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.888628
occlusion_heavy_shift,drawer_placement,visual_occlusion,2,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.867189
occlusion_heavy_shift,drawer_placement,visual_occlusion,3,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.869216
occlusion_heavy_shift,drawer_placement,visual_occlusion,4,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.888097
occlusion_heavy_shift,drawer_placement,visual_occlusion,5,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.86564
occlusion_heavy_shift,drawer_placement,visual_occlusion,6,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.871549
occlusion_heavy_shift,drawer_placement,visual_occlusion,7,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.86237
occlusion_heavy_shift,drawer_placement,visual_occlusion,8,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.884185
occlusion_heavy_shift,drawer_placement,visual_occlusion,9,0.5,0.743248,0.048626,0.104776,0.044822,0.126,0.44896,0.036638,0.043456,0.888589
occlusion_heavy_shift,drawer_placement,object_moved,0,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.886225
occlusion_heavy_shift,drawer_placement,object_moved,1,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.880184
occlusion_heavy_shift,drawer_placement,object_moved,2,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.896095
occlusion_heavy_shift,drawer_placement,object_moved,3,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.868687
occlusion_heavy_shift,drawer_placement,object_moved,4,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.880847
occlusion_heavy_shift,drawer_placement,object_moved,5,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.888345
occlusion_heavy_shift,drawer_placement,object_moved,6,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.896806
occlusion_heavy_shift,drawer_placement,object_moved,7,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.882675
occlusion_heavy_shift,drawer_placement,object_moved,8,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.875979
occlusion_heavy_shift,drawer_placement,object_moved,9,0.5,0.354732,0.170191,0.628656,0.076198,0.23625,0.213256,0.032975,0.08148,0.905757
occlusion_heavy_shift,drawer_placement,object_removed,0,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.876857
occlusion_heavy_shift,drawer_placement,object_removed,1,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.888015
occlusion_heavy_shift,drawer_placement,object_removed,2,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.889333
occlusion_heavy_shift,drawer_placement,object_removed,3,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.88088
occlusion_heavy_shift,drawer_placement,object_removed,4,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.860052
occlusion_heavy_shift,drawer_placement,object_removed,5,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.880134
occlusion_heavy_shift,drawer_placement,object_removed,6,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.88286
occlusion_heavy_shift,drawer_placement,object_removed,7,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.871431
occlusion_heavy_shift,drawer_placement,object_removed,8,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.872833
occlusion_heavy_shift,drawer_placement,object_removed,9,0.5,0.287164,0.540963,0.209552,0.094127,0.3045,0.089792,0.036638,0.119504,0.884875
occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,0,0.5,0.625004,0.109408,0.134712,0.053787,0.378,0.482632,0.168537,0.086912,0.871056
occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,1,0.5,0.625004,0.109408,0.134712,0.053787,0.378,0.482632,0.168537,0.086912,0.877653
occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,2,0.5,0.625004,0.109408,0.134712,0.053787,0.378,0.482632,0.168537,0.086912,0.885756
occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,3,0.5,0.625004,0.109408,0.134712,0.053787,0.378,0.482632,0.168537,0.086912,0.875169
occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,4,0.5,0.625004,0.109408,0.134712,0.053787,0.378,0.482632,0.168537,0.086912,0.877146
occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,5,0.5,0.625004,0.109408,0.134712,0.053787,0.378,0.482632,0.168537,0.086912,0.875295
occlusion_heavy_shift,drawer_placement,human_temporary_obstruction,6,0.5,0.625004,0.109408,0.134712,0.053787,0.378,0.482632,0.168537,0.086912,0.901244
