risk_budget,method,seed,mean_coverage,ci95_coverage,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_utility,ci95_utility,groups
0.05,robust_mpc_replan,1,0.378472,0.040148,0.180556,0.031944,0.449787,0.003252,0.085069,0.024719,0.012153,0.00886,0.168403,0.03013,0.335069,0.040222,0.251584,0.001036,0.115748,0.001041,-0.00633,0.031572,192
0.05,robust_mpc_replan,2,0.364583,0.041268,0.166667,0.029742,0.449916,0.003253,0.072917,0.02013,0.012153,0.00886,0.159722,0.030878,0.383681,0.038992,0.251213,0.000979,0.115613,0.001073,-0.013919,0.031017,192
0.05,robust_mpc_replan,3,0.381944,0.040066,0.166667,0.030515,0.451076,0.002986,0.079861,0.024359,0.008681,0.007529,0.125,0.026206,0.357639,0.040795,0.250552,0.001047,0.115866,0.001022,-0.019326,0.029772,192
0.05,robust_mpc_replan,4,0.407986,0.040564,0.185764,0.032252,0.45119,0.003371,0.072917,0.021795,0.010417,0.008225,0.151042,0.028458,0.331597,0.037836,0.251778,0.00108,0.115357,0.001099,0.000889,0.035574,192
0.05,robust_mpc_replan,5,0.392361,0.038896,0.177083,0.031604,0.449911,0.003294,0.078125,0.021156,0.013889,0.009446,0.152778,0.029677,0.321181,0.038711,0.251374,0.001065,0.11527,0.001042,-0.018573,0.032925,192
0.05,robust_mpc_replan,6,0.331597,0.041364,0.119792,0.026028,0.449229,0.002939,0.090278,0.023118,0.010417,0.008225,0.121528,0.026967,0.340278,0.03736,0.250982,0.001021,0.11517,0.001117,-0.056276,0.026871,192
0.05,robust_mpc_replan,7,0.390625,0.038798,0.173611,0.029726,0.450597,0.003325,0.059028,0.019293,0.010417,0.008225,0.125,0.025302,0.303819,0.037913,0.25189,0.001168,0.116038,0.001046,-0.009877,0.03279,192
0.05,robust_mpc_replan,8,0.355903,0.037702,0.149306,0.029245,0.451043,0.003325,0.067708,0.020774,0.010417,0.008225,0.140625,0.028304,0.326389,0.03736,0.25225,0.001075,0.1155,0.001075,-0.019187,0.029828,192
0.05,robust_mpc_replan,9,0.371528,0.042266,0.15625,0.030095,0.448665,0.00313,0.086806,0.023384,0.008681,0.007529,0.140625,0.027042,0.371528,0.042266,0.251113,0.00107,0.115871,0.001128,-0.02749,0.029827,192
0.1,active_subgoal_probe_policy,0,0.543403,0.03901,0.248264,0.034875,0.532417,0.003153,0.079861,0.023384,0.026042,0.015192,0.069444,0.022545,0.440972,0.040937,0.297735,0.001064,0.113744,0.00113,0.057621,0.039802,192
0.1,active_subgoal_probe_policy,1,0.527778,0.039884,0.258681,0.034009,0.53503,0.003181,0.090278,0.025964,0.010417,0.008225,0.059028,0.018046,0.432292,0.041516,0.298021,0.001049,0.113109,0.001015,0.086453,0.035924,192
0.1,active_subgoal_probe_policy,2,0.524306,0.041079,0.286458,0.037249,0.533829,0.003233,0.085069,0.024243,0.020833,0.011443,0.069444,0.019796,0.4375,0.039086,0.298307,0.001109,0.112681,0.00107,0.113764,0.03765,192
0.1,active_subgoal_probe_policy,3,0.493056,0.038887,0.25,0.038899,0.535893,0.003209,0.085069,0.021167,0.020833,0.011443,0.086806,0.02184,0.446181,0.042747,0.298463,0.001028,0.113649,0.001093,0.063278,0.039569,192
0.1,active_subgoal_probe_policy,4,0.463542,0.040612,0.222222,0.03589,0.533841,0.003285,0.078125,0.022747,0.015625,0.009992,0.078125,0.022229,0.430556,0.039444,0.299109,0.001022,0.11363,0.001069,0.055162,0.038749,192
0.1,active_subgoal_probe_policy,5,0.494792,0.043148,0.256944,0.03736,0.534061,0.003177,0.102431,0.024807,0.024306,0.013204,0.078125,0.021699,0.4375,0.040259,0.296988,0.000992,0.113206,0.001059,0.066087,0.037027,192
0.1,active_subgoal_probe_policy,6,0.494792,0.044477,0.236111,0.036052,0.532709,0.003366,0.079861,0.022881,0.020833,0.012419,0.074653,0.02298,0.458333,0.041364,0.297566,0.001197,0.113382,0.001082,0.060973,0.037082,192
0.1,active_subgoal_probe_policy,7,0.538194,0.040866,0.262153,0.035495,0.534005,0.003292,0.079861,0.0213,0.015625,0.009992,0.079861,0.022881,0.432292,0.042895,0.296999,0.001055,0.113817,0.001161,0.088712,0.036542,192
0.1,active_subgoal_probe_policy,8,0.508681,0.041205,0.255208,0.035529,0.534675,0.003294,0.074653,0.021944,0.026042,0.013573,0.072917,0.02013,0.456597,0.041888,0.298017,0.001077,0.113072,0.001106,0.077964,0.037438,192
0.1,active_subgoal_probe_policy,9,0.526042,0.044329,0.258681,0.0382,0.533572,0.00324,0.076389,0.021555,0.027778,0.013928,0.059028,0.019887,0.447917,0.042791,0.298174,0.001153,0.112856,0.001061,0.073658,0.040899,192
0.1,active_viewpoint_reacquisition,0,0.470486,0.039566,0.192708,0.03105,0.424022,0.003156,0.137153,0.028236,0.041667,0.016362,0.072917,0.019543,0.352431,0.038654,0.271997,0.00108,0.145619,0.001076,-0.015872,0.033844,192
0.1,active_viewpoint_reacquisition,1,0.427083,0.040771,0.170139,0.032001,0.423717,0.00323,0.147569,0.029223,0.043403,0.017311,0.086806,0.023877,0.380208,0.043047,0.272862,0.001037,0.145323,0.00111,-0.038796,0.034438,192
0.1,active_viewpoint_reacquisition,2,0.411458,0.038967,0.164931,0.029347,0.423429,0.003329,0.133681,0.026009,0.0625,0.022437,0.09375,0.023836,0.376736,0.040618,0.273427,0.00108,0.145395,0.000985,-0.04446,0.033261,192
0.1,active_viewpoint_reacquisition,3,0.473958,0.040773,0.197917,0.031327,0.424746,0.003362,0.138889,0.028271,0.059028,0.01868,0.097222,0.022545,0.378472,0.039857,0.27293,0.00101,0.145445,0.00112,-0.018699,0.032182,192
0.1,active_viewpoint_reacquisition,4,0.446181,0.040797,0.213542,0.034826,0.423752,0.003157,0.126736,0.027558,0.048611,0.018026,0.107639,0.024597,0.375,0.038448,0.27188,0.001036,0.145133,0.00108,-0.012805,0.039055,192
0.1,active_viewpoint_reacquisition,5,0.451389,0.040355,0.190972,0.029542,0.422428,0.003166,0.147569,0.029223,0.048611,0.017368,0.076389,0.021555,0.404514,0.041258,0.273318,0.001126,0.145259,0.001012,-0.032095,0.032103,192
0.1,active_viewpoint_reacquisition,6,0.421875,0.039412,0.178819,0.030466,0.422923,0.003107,0.140625,0.028712,0.057292,0.020278,0.088542,0.023502,0.411458,0.038667,0.272728,0.001054,0.144904,0.00111,-0.023687,0.032452,192
0.1,active_viewpoint_reacquisition,7,0.451389,0.039481,0.180556,0.030067,0.423685,0.003459,0.128472,0.028438,0.090278,0.025051,0.100694,0.024239,0.368056,0.040643,0.273306,0.000989,0.145186,0.0011,-0.042493,0.032977,192
0.1,active_viewpoint_reacquisition,8,0.453125,0.039227,0.166667,0.028949,0.423559,0.003283,0.140625,0.028712,0.052083,0.01783,0.121528,0.025182,0.414931,0.040868,0.272732,0.001162,0.145164,0.001075,-0.054624,0.03175,192
0.1,active_viewpoint_reacquisition,9,0.4375,0.040547,0.196181,0.032455,0.425102,0.003186,0.145833,0.028798,0.039931,0.015351,0.104167,0.024896,0.390625,0.04141,0.272725,0.001035,0.145692,0.001019,-0.016679,0.033357,192
0.1,conformal_goal_validity_filter,0,0.642361,0.039045,0.328125,0.041358,0.527791,0.003424,0.079861,0.022881,0.005208,0.005863,0.100694,0.024715,0.335069,0.039639,0.259255,0.001016,0.07159,0.001124,0.14961,0.044182,192
0.1,conformal_goal_validity_filter,1,0.59375,0.040196,0.279514,0.037372,0.52721,0.003145,0.088542,0.023502,0.010417,0.008225,0.112847,0.024836,0.328125,0.038742,0.258947,0.001133,0.072422,0.001135,0.090078,0.042299,192
0.1,conformal_goal_validity_filter,2,0.602431,0.041487,0.291667,0.038749,0.525396,0.003234,0.055556,0.018267,0.005208,0.005863,0.130208,0.028889,0.333333,0.04094,0.259153,0.000947,0.071432,0.001125,0.1089,0.0421,192
0.1,conformal_goal_validity_filter,3,0.609375,0.042245,0.322917,0.037962,0.525904,0.003222,0.067708,0.020206,0.008681,0.007529,0.102431,0.024333,0.348958,0.038384,0.258568,0.001078,0.071774,0.001091,0.149874,0.038133,192
0.1,conformal_goal_validity_filter,4,0.604167,0.039086,0.255208,0.03806,0.526926,0.00335,0.074653,0.02029,0.006944,0.008299,0.095486,0.023941,0.342014,0.040779,0.258431,0.001115,0.071685,0.001077,0.075681,0.04226,192
0.1,conformal_goal_validity_filter,5,0.605903,0.041592,0.314236,0.041276,0.52682,0.003165,0.069444,0.020375,0.006944,0.008299,0.100694,0.024715,0.355903,0.038917,0.259698,0.001126,0.071968,0.001045,0.130538,0.043432,192
0.1,conformal_goal_validity_filter,6,0.614583,0.038495,0.293403,0.037099,0.526671,0.003288,0.072917,0.021255,0.005208,0.007593,0.107639,0.025526,0.340278,0.037047,0.259785,0.000945,0.071892,0.001124,0.100267,0.040535,192
0.1,conformal_goal_validity_filter,7,0.586806,0.041079,0.274306,0.035122,0.526834,0.003114,0.072917,0.021255,0.001736,0.003403,0.100694,0.024715,0.331597,0.036266,0.25935,0.001171,0.072058,0.001037,0.101259,0.037268,192
0.1,conformal_goal_validity_filter,8,0.598958,0.040234,0.293403,0.037721,0.526734,0.003309,0.069444,0.020375,0.003472,0.0048,0.111111,0.025225,0.350694,0.038217,0.259033,0.001018,0.07114,0.001126,0.118061,0.041311,192
0.1,conformal_goal_validity_filter,9,0.611111,0.037477,0.276042,0.035672,0.525788,0.003337,0.092014,0.023728,0.006944,0.006752,0.102431,0.02385,0.338542,0.038742,0.258084,0.00104,0.071873,0.001034,0.083649,0.039769,192
0.1,failure_aware_manipulation_policy,0,0.536458,0.039449,0.258681,0.036961,0.482569,0.0033,0.074653,0.021407,0.017361,0.011559,0.107639,0.025978,0.345486,0.039603,0.257184,0.00109,0.12006,0.001079,0.070912,0.041691,192
0.1,failure_aware_manipulation_policy,1,0.513889,0.041176,0.25,0.036106,0.481333,0.003232,0.100694,0.02564,0.017361,0.010504,0.105903,0.025444,0.328125,0.039926,0.257601,0.000988,0.119665,0.001094,0.055524,0.038486,192
0.1,failure_aware_manipulation_policy,2,0.486111,0.038548,0.241319,0.033838,0.481603,0.003246,0.100694,0.02609,0.034722,0.015972,0.100694,0.023754,0.347222,0.036692,0.257692,0.000991,0.119921,0.001066,0.040114,0.035267,192
0.1,failure_aware_manipulation_policy,3,0.524306,0.038444,0.267361,0.035205,0.482196,0.003423,0.090278,0.022609,0.026042,0.014405,0.102431,0.022853,0.354167,0.040259,0.258857,0.001129,0.120332,0.001065,0.081309,0.037745,192
0.1,failure_aware_manipulation_policy,4,0.505208,0.044214,0.265625,0.036279,0.4814,0.003221,0.079861,0.022881,0.032986,0.014918,0.105903,0.026343,0.368056,0.040928,0.258466,0.000975,0.120541,0.001074,0.065985,0.037874,192
0.1,failure_aware_manipulation_policy,5,0.515625,0.038232,0.246528,0.03145,0.481749,0.003475,0.081597,0.024482,0.020833,0.011443,0.116319,0.027637,0.401042,0.039652,0.257069,0.001003,0.119935,0.001078,0.067253,0.034803,192
0.1,failure_aware_manipulation_policy,6,0.482639,0.040002,0.243056,0.033759,0.48195,0.003354,0.086806,0.023384,0.017361,0.010504,0.09375,0.025715,0.369792,0.038098,0.258099,0.001037,0.120628,0.001075,0.054157,0.036291,192
0.1,failure_aware_manipulation_policy,7,0.529514,0.04101,0.237847,0.036625,0.481381,0.003381,0.100694,0.024239,0.03125,0.0146,0.128472,0.02675,0.385417,0.039686,0.25755,0.000991,0.119701,0.001109,0.024947,0.040169,192
0.1,failure_aware_manipulation_policy,8,0.524306,0.040795,0.269097,0.037353,0.481681,0.003219,0.098958,0.026444,0.020833,0.011443,0.104167,0.026261,0.366319,0.039658,0.257276,0.001038,0.120295,0.001063,0.074729,0.03795,192
0.1,failure_aware_manipulation_policy,9,0.496528,0.044741,0.236111,0.03507,0.480753,0.003251,0.105903,0.025897,0.017361,0.011559,0.085069,0.023263,0.333333,0.040367,0.258094,0.001058,0.12074,0.001048,0.0452,0.035447,192
0.1,goal_retargeting_heuristic,0,0.451389,0.041493,0.184028,0.033337,0.396263,0.00326,0.098958,0.026444,0.032986,0.014116,0.152778,0.028476,0.324653,0.038428,0.248837,0.001013,0.138663,0.001066,-0.0305,0.036051,192
0.1,goal_retargeting_heuristic,1,0.501736,0.043423,0.227431,0.034392,0.396056,0.003121,0.104167,0.025814,0.03125,0.0146,0.151042,0.02966,0.279514,0.038598,0.248562,0.000902,0.138939,0.001104,0.00189,0.039238,192
0.1,goal_retargeting_heuristic,2,0.475694,0.042197,0.203125,0.034743,0.395927,0.003383,0.098958,0.024143,0.045139,0.018207,0.168403,0.032365,0.317708,0.036199,0.248586,0.001102,0.138297,0.001054,-0.019093,0.036232,192
0.1,goal_retargeting_heuristic,3,0.442708,0.040702,0.170139,0.029738,0.394447,0.003235,0.112847,0.026204,0.041667,0.015634,0.137153,0.029048,0.270833,0.033644,0.248956,0.001024,0.138375,0.001062,-0.048305,0.034098,192
0.1,goal_retargeting_heuristic,4,0.463542,0.037945,0.203125,0.033025,0.396634,0.002986,0.081597,0.023012,0.024306,0.012291,0.125,0.027079,0.295139,0.035697,0.248651,0.001147,0.138962,0.001057,0.001286,0.035935,192
0.1,goal_retargeting_heuristic,5,0.487847,0.040904,0.192708,0.031791,0.394521,0.002955,0.097222,0.024523,0.043403,0.016625,0.170139,0.032362,0.296875,0.035896,0.248688,0.000984,0.137794,0.001056,-0.046901,0.035048,192
0.1,goal_retargeting_heuristic,6,0.472222,0.040463,0.222222,0.032486,0.393933,0.003348,0.112847,0.025756,0.039931,0.016799,0.152778,0.028882,0.298611,0.038887,0.249486,0.001013,0.138405,0.001028,0.001474,0.035427,192
0.1,goal_retargeting_heuristic,7,0.463542,0.040035,0.157986,0.029322,0.396982,0.00345,0.090278,0.022609,0.029514,0.01343,0.144097,0.02957,0.272569,0.034896,0.248432,0.001095,0.138727,0.001074,-0.05409,0.031843,192
0.1,goal_retargeting_heuristic,8,0.451389,0.037978,0.192708,0.030672,0.396671,0.003384,0.109375,0.026935,0.043403,0.016625,0.119792,0.026908,0.267361,0.037448,0.249218,0.00102,0.137974,0.001056,-0.035119,0.033857,192
0.1,goal_retargeting_heuristic,9,0.461806,0.040292,0.201389,0.030878,0.394028,0.002957,0.083333,0.021577,0.034722,0.015226,0.159722,0.027276,0.279514,0.034455,0.247726,0.001134,0.138829,0.001044,-0.008523,0.034427,192
0.1,learned_goal_state_classifier,0,0.519097,0.042526,0.246528,0.034621,0.548229,0.00318,0.0625,0.020256,0.019097,0.011999,0.097222,0.023555,0.359375,0.038573,0.24797,0.001025,0.10208,0.001033,0.074949,0.03932,192
0.1,learned_goal_state_classifier,1,0.543403,0.039603,0.260417,0.035588,0.547487,0.003236,0.064236,0.020433,0.024306,0.012291,0.105903,0.023543,0.375,0.039345,0.248581,0.001055,0.102293,0.001029,0.081389,0.037896,192
0.1,learned_goal_state_classifier,2,0.519097,0.04307,0.276042,0.039097,0.547231,0.003385,0.060764,0.019485,0.012153,0.00886,0.074653,0.021944,0.366319,0.037547,0.248593,0.001028,0.102409,0.000997,0.103149,0.040317,192
0.1,learned_goal_state_classifier,3,0.539931,0.039968,0.279514,0.03799,0.546974,0.003485,0.090278,0.023118,0.015625,0.009992,0.086806,0.024832,0.383681,0.041592,0.24886,0.000951,0.10233,0.001128,0.099442,0.038565,192
0.1,learned_goal_state_classifier,4,0.541667,0.043557,0.267361,0.040436,0.548372,0.003387,0.050347,0.017602,0.019097,0.010986,0.098958,0.02688,0.368056,0.039774,0.247882,0.001028,0.101896,0.001122,0.101288,0.044426,192
0.1,learned_goal_state_classifier,5,0.536458,0.043384,0.263889,0.036692,0.547756,0.003322,0.083333,0.02211,0.019097,0.010986,0.086806,0.023384,0.401042,0.03906,0.248889,0.001015,0.10226,0.001094,0.082373,0.037786,192
0.1,learned_goal_state_classifier,6,0.532986,0.040095,0.258681,0.035021,0.548564,0.003518,0.072917,0.021795,0.020833,0.012419,0.102431,0.024333,0.373264,0.037411,0.248815,0.00108,0.102332,0.001095,0.075641,0.039787,192
0.1,learned_goal_state_classifier,7,0.532986,0.038917,0.256944,0.036413,0.549151,0.003275,0.065972,0.020606,0.017361,0.010504,0.083333,0.025071,0.354167,0.039969,0.248707,0.00111,0.102271,0.001072,0.084574,0.037977,192
0.1,learned_goal_state_classifier,8,0.538194,0.041712,0.286458,0.035324,0.548125,0.003297,0.055556,0.018893,0.015625,0.009992,0.090278,0.023118,0.362847,0.040005,0.249003,0.001123,0.102539,0.00106,0.116417,0.037972,192
0.1,learned_goal_state_classifier,9,0.548611,0.043143,0.260417,0.037188,0.546866,0.003147,0.064236,0.019855,0.013889,0.009446,0.121528,0.026967,0.387153,0.040654,0.248599,0.001086,0.102492,0.001092,0.084734,0.04,192
0.1,oracle_goal_state_supervisor,0,1.0,0.0,0.878472,0.028232,0.788078,0.003395,0.0,0.0,0.0,0.0,0.0,0.0,0.574653,0.042662,0.34658,0.001121,0.0183,0.001042,0.814079,0.028615,192
0.1,oracle_goal_state_supervisor,1,1.0,0.0,0.862847,0.028236,0.787738,0.003174,0.0,0.0,0.0,0.0,0.005208,0.005863,0.618056,0.036732,0.347172,0.001034,0.017343,0.001072,0.797326,0.029083,192
0.1,oracle_goal_state_supervisor,2,1.0,0.0,0.838542,0.029339,0.787976,0.00323,0.0,0.0,0.0,0.0,0.003472,0.0048,0.590278,0.040066,0.345907,0.000989,0.017615,0.001031,0.771807,0.029105,192
0.1,oracle_goal_state_supervisor,3,1.0,0.0,0.869792,0.026799,0.788131,0.003187,0.0,0.0,0.0,0.0,0.010417,0.008225,0.578125,0.040289,0.347493,0.000991,0.01783,0.001057,0.797147,0.02692,192
0.1,oracle_goal_state_supervisor,4,1.0,0.0,0.871528,0.02675,0.78767,0.003176,0.0,0.0,0.0,0.0,0.006944,0.006752,0.578125,0.037907,0.346633,0.000968,0.017868,0.001052,0.800987,0.027133,192
0.1,oracle_goal_state_supervisor,5,1.0,0.0,0.852431,0.028003,0.787866,0.003141,0.0,0.0,0.0,0.0,0.001736,0.003403,0.597222,0.037321,0.345927,0.001122,0.017459,0.001019,0.786402,0.027998,192
0.1,oracle_goal_state_supervisor,6,1.0,0.0,0.862847,0.028236,0.788026,0.003042,0.0,0.0,0.0,0.0,0.008681,0.007529,0.583333,0.043956,0.346626,0.000964,0.017708,0.00108,0.792252,0.028708,192
0.1,oracle_goal_state_supervisor,7,1.0,0.0,0.885417,0.026275,0.787629,0.003099,0.0,0.0,0.0,0.0,0.0,0.0,0.585069,0.039122,0.346143,0.001056,0.017671,0.001025,0.818436,0.026477,192
0.1,oracle_goal_state_supervisor,8,1.0,0.0,0.862847,0.026971,0.789697,0.003236,0.0,0.0,0.0,0.0,0.005208,0.005863,0.586806,0.039342,0.346435,0.001105,0.017479,0.001045,0.797316,0.027444,192
0.1,oracle_goal_state_supervisor,9,1.0,0.0,0.850694,0.027182,0.787024,0.003529,0.0,0.0,0.0,0.0,0.005208,0.005863,0.586806,0.043017,0.345164,0.001024,0.017425,0.001078,0.782683,0.026886,192
0.1,pomdp_belief_planner,0,0.479167,0.043323,0.246528,0.037214,0.485429,0.003319,0.086806,0.022881,0.032986,0.014918,0.102431,0.024807,0.359375,0.038573,0.255767,0.001064,0.124626,0.001082,0.046815,0.037637,192
0.1,pomdp_belief_planner,1,0.515625,0.041164,0.230903,0.035269,0.48707,0.003105,0.121528,0.025182,0.038194,0.016531,0.121528,0.028232,0.350694,0.039416,0.255886,0.001,0.12356,0.001124,0.004976,0.039689,192
0.1,pomdp_belief_planner,2,0.465278,0.039481,0.201389,0.031253,0.4866,0.003201,0.098958,0.02462,0.038194,0.015057,0.116319,0.026781,0.376736,0.040331,0.256241,0.001076,0.123754,0.001035,0.009045,0.034097,192
0.1,pomdp_belief_planner,3,0.482639,0.040002,0.21875,0.033655,0.486412,0.003316,0.100694,0.02564,0.041667,0.016362,0.125,0.028747,0.359375,0.039468,0.256673,0.001069,0.124147,0.001115,-0.000875,0.036092,192
0.1,pomdp_belief_planner,4,0.463542,0.040325,0.241319,0.034519,0.485051,0.003419,0.086806,0.023877,0.038194,0.015812,0.131944,0.027699,0.324653,0.039914,0.256138,0.001016,0.124012,0.001079,0.027599,0.040077,192
0.1,pomdp_belief_planner,5,0.484375,0.041726,0.208333,0.033946,0.485858,0.003253,0.088542,0.024472,0.026042,0.013573,0.130208,0.027654,0.366319,0.040529,0.255883,0.001007,0.124179,0.001097,0.018181,0.036298,192
0.1,pomdp_belief_planner,6,0.501736,0.042883,0.210069,0.034244,0.485406,0.003521,0.116319,0.028055,0.036458,0.015523,0.104167,0.026701,0.364583,0.036477,0.256147,0.00115,0.123681,0.001072,-0.002136,0.038107,192
0.1,pomdp_belief_planner,7,0.496528,0.039784,0.220486,0.0336,0.487994,0.003261,0.123264,0.028696,0.036458,0.014755,0.090278,0.022609,0.359375,0.040053,0.255656,0.001062,0.123502,0.001092,0.021989,0.035294,192
0.1,pomdp_belief_planner,8,0.456597,0.041328,0.203125,0.033376,0.487161,0.003002,0.102431,0.025272,0.026042,0.012687,0.114583,0.026275,0.376736,0.039159,0.254585,0.001102,0.123966,0.001025,-0.000519,0.033283,192
0.1,pomdp_belief_planner,9,0.463542,0.044444,0.203125,0.034406,0.487848,0.003214,0.083333,0.02211,0.020833,0.011443,0.114583,0.026275,0.407986,0.041416,0.256562,0.001041,0.123802,0.001014,0.018982,0.03514,192
0.1,proposed_disappearing_goal_belief_revision_v4,0,0.59375,0.039318,0.373264,0.038636,0.637077,0.003308,0.029514,0.01343,0.003472,0.0048,0.0625,0.020822,0.463542,0.040035,0.285896,0.001086,0.082426,0.001017,0.243556,0.040996,192
0.1,proposed_disappearing_goal_belief_revision_v4,1,0.569444,0.045218,0.350694,0.04058,0.637009,0.003188,0.034722,0.015972,0.003472,0.0048,0.046875,0.018437,0.440972,0.04122,0.284938,0.001021,0.083078,0.001094,0.215408,0.042649,192
0.1,proposed_disappearing_goal_belief_revision_v4,2,0.553819,0.039639,0.300347,0.036922,0.638447,0.003183,0.036458,0.015523,0.001736,0.003403,0.055556,0.018267,0.458333,0.036586,0.284484,0.000979,0.082118,0.001071,0.167214,0.039124,192
0.1,proposed_disappearing_goal_belief_revision_v4,3,0.602431,0.03888,0.355903,0.039804,0.636773,0.003186,0.027778,0.013928,0.012153,0.010089,0.046875,0.016434,0.453125,0.041813,0.284228,0.001159,0.083015,0.000992,0.223662,0.041658,192
0.1,proposed_disappearing_goal_belief_revision_v4,4,0.541667,0.03964,0.310764,0.037079,0.639146,0.003248,0.034722,0.016685,0.001736,0.003403,0.0625,0.020822,0.510417,0.038871,0.284713,0.001054,0.082639,0.00102,0.175308,0.040376,192
0.1,proposed_disappearing_goal_belief_revision_v4,5,0.546875,0.041813,0.357639,0.035941,0.638081,0.003378,0.029514,0.015064,0.006944,0.006752,0.043403,0.017311,0.451389,0.043412,0.285656,0.001124,0.08246,0.001034,0.224706,0.038331,192
0.1,proposed_disappearing_goal_belief_revision_v4,6,0.583333,0.041784,0.340278,0.039774,0.637808,0.003179,0.036458,0.016256,0.003472,0.0048,0.055556,0.020087,0.458333,0.036903,0.285692,0.000961,0.082273,0.001057,0.199388,0.040493,192
0.1,proposed_disappearing_goal_belief_revision_v4,7,0.545139,0.044545,0.324653,0.04273,0.636927,0.003498,0.03125,0.013779,0.006944,0.006752,0.038194,0.015057,0.484375,0.04228,0.285703,0.00102,0.082066,0.001124,0.195156,0.044376,192
0.1,proposed_disappearing_goal_belief_revision_v4,8,0.527778,0.041877,0.314236,0.038954,0.637761,0.002997,0.034722,0.014441,0.003472,0.0048,0.072917,0.02013,0.493056,0.0426,0.284982,0.001067,0.081764,0.001104,0.178897,0.040115,192
0.1,proposed_disappearing_goal_belief_revision_v4,9,0.572917,0.038419,0.340278,0.037978,0.636652,0.003312,0.038194,0.015812,0.0,0.0,0.060764,0.020074,0.456597,0.041046,0.284867,0.001069,0.082416,0.001077,0.202197,0.040147,192
0.1,risk_budgeted_goal_recovery,0,0.598958,0.038156,0.3125,0.037876,0.532631,0.003262,0.065972,0.021163,0.003472,0.0048,0.088542,0.023992,0.413194,0.040795,0.284166,0.001095,0.082321,0.001079,0.136521,0.040739,192
0.1,risk_budgeted_goal_recovery,1,0.633681,0.038162,0.355903,0.036764,0.53302,0.003189,0.052083,0.018471,0.001736,0.003403,0.09375,0.022838,0.401042,0.037229,0.283516,0.001084,0.082364,0.001067,0.202539,0.03649,192
0.1,risk_budgeted_goal_recovery,2,0.619792,0.03756,0.338542,0.040216,0.532844,0.003388,0.057292,0.020278,0.001736,0.003403,0.081597,0.0225,0.407986,0.041696,0.28442,0.001084,0.082104,0.001033,0.175558,0.04157,192
0.1,risk_budgeted_goal_recovery,3,0.602431,0.040059,0.324653,0.03873,0.534134,0.003184,0.065972,0.020033,0.0,0.0,0.088542,0.022489,0.380208,0.038175,0.284279,0.001013,0.083107,0.000987,0.149731,0.040503,192
0.1,risk_budgeted_goal_recovery,4,0.600694,0.043219,0.291667,0.037528,0.532898,0.003392,0.052083,0.01783,0.001736,0.003403,0.097222,0.024044,0.409722,0.03767,0.28382,0.00105,0.082363,0.001098,0.125937,0.03934,192
0.1,risk_budgeted_goal_recovery,5,0.604167,0.039677,0.340278,0.037047,0.532762,0.003304,0.059028,0.01868,0.001736,0.003403,0.095486,0.023941,0.413194,0.04192,0.283709,0.001061,0.082178,0.001072,0.166842,0.041054,192
0.1,risk_budgeted_goal_recovery,6,0.602431,0.039474,0.354167,0.037876,0.532923,0.003185,0.074653,0.021944,0.003472,0.0048,0.095486,0.02626,0.385417,0.041967,0.284266,0.000976,0.082635,0.001028,0.170046,0.039715,192
0.1,risk_budgeted_goal_recovery,7,0.614583,0.041688,0.333333,0.038599,0.532001,0.003062,0.065972,0.019443,0.003472,0.0048,0.086806,0.025753,0.409722,0.041773,0.28415,0.001006,0.082401,0.001105,0.162674,0.041216,192
0.1,risk_budgeted_goal_recovery,8,0.619792,0.035977,0.324653,0.037508,0.533572,0.003123,0.057292,0.018476,0.003472,0.006806,0.104167,0.026261,0.413194,0.039342,0.284873,0.001024,0.081987,0.001078,0.159052,0.039525,192
0.1,risk_budgeted_goal_recovery,9,0.635417,0.039832,0.347222,0.041458,0.533836,0.003282,0.052083,0.019091,0.001736,0.003403,0.090278,0.023118,0.373264,0.042371,0.283664,0.001107,0.08248,0.001112,0.182635,0.043419,192
0.1,risk_calibrated_goal_belief_revision_v5,0,0.628472,0.040866,0.461806,0.038217,0.723456,0.003359,0.0,0.0,0.0,0.0,0.017361,0.010504,0.552083,0.039978,0.313537,0.001062,0.035198,0.001079,0.370004,0.040491,192
0.1,risk_calibrated_goal_belief_revision_v5,1,0.685764,0.036165,0.461806,0.040002,0.724362,0.003418,0.001736,0.003403,0.0,0.0,0.012153,0.00886,0.520833,0.040259,0.314286,0.000989,0.035218,0.000988,0.371853,0.04142,192
0.1,risk_calibrated_goal_belief_revision_v5,2,0.675347,0.036882,0.446181,0.039345,0.724165,0.003296,0.001736,0.003403,0.0,0.0,0.010417,0.008225,0.534722,0.04525,0.314055,0.00093,0.03463,0.001049,0.356746,0.04096,192
0.1,risk_calibrated_goal_belief_revision_v5,3,0.657986,0.03873,0.458333,0.042475,0.723495,0.00324,0.001736,0.003403,0.0,0.0,0.017361,0.010504,0.541667,0.036903,0.31325,0.001069,0.034325,0.001043,0.364434,0.044114,192
